business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,cat_list,unique_category,restaurant_type,has_wifi,has_parking,animal_friendly,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
iOW38ErS46dFeioOOPzSkA,Westco Martinizing Dry Cleaning,10418 W Overland Rd,Boise,ID,83709,43.590719,-116.312314,1.5,6,1,,"Dry Cleaning, Laundry Services, Dry Cleaning & Laundry, Local Services",,"['Dry Cleaning', ' Laundry Services', ' Dry Cleaning & Laundry', ' Local Services']",Others,,False,False,False,,,,,,,
1y1f2utnTIdOIH5Ixkz-5g,Kelly Services,9482 W Fairview Ave,Boise,ID,83704,43.6199764,-116.3000301,1.0,5,1,,"Employment Agencies, Professional Services","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}","['Employment Agencies', ' Professional Services']",Others,,False,False,False,9.0,9.0,9.0,9.0,9.0,,
JPwxoIdo0hQrVDCEaEK62w,Lexar Homes of Treasure Valley,"910 E Franklin Rd, Ste 103",Meridian,ID,83642,43.6053393,-116.3813069,1.0,6,1,,"Real Estate, Home Developers, Home Services, Contractors","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}","['Real Estate', ' Home Developers', ' Home Services', ' Contractors']",Others,,False,False,False,8.0,8.0,8.0,8.0,8.0,,
gubDLU494v_9a9mQCZ1YEg,Heartfelt Bridal,"2100 E Fairview Ave, Ste 4, Oakbrook Plaza",Meridan,ID,83642,43.5687005533,-116.4070129395,2.5,5,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Shopping, Bridal","{'Monday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '10:0-17:0'}","['Shopping', ' Bridal']",Shopping,,False,False,False,7.0,,7.0,7.0,7.0,7.0,
K447O1qilU82pHU0_d7qqw,Waterman Wood Works & Design,,Eagle,ID,83616,43.6954424,-116.3540138,5.0,11,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Contractors, Furniture Assembly, Arts & Crafts, Carpenters, Interior Design, Home Services, Door Sales/Installation, Shopping",,"['Contractors', ' Furniture Assembly', ' Arts & Crafts', ' Carpenters', ' Interior Design', ' Home Services', ' Door Sales/Installation', ' Shopping']",Shopping,,False,False,False,,,,,,,
-Py1Ry6hbmMznYq2ZNB5-Q,Treasure Valley Pediatric Dentistry PC,1564 S Timesquare Ln,Boise,ID,83709,43.5911294,-116.3005806,2.5,6,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Oral Surgeons, Pediatric Dentists, Health & Medical, Dentists","{'Monday': '7:0-17:30', 'Tuesday': '7:0-17:30', 'Wednesday': '7:0-17:30', 'Thursday': '7:0-17:30', 'Friday': '7:0-17:30'}","['Oral Surgeons', ' Pediatric Dentists', ' Health & Medical', ' Dentists']",Health & Medical,,False,False,False,9.0,9.0,9.0,9.0,9.0,,
b4FADWEztjbpF29P47RJTQ,Ross Dress for Less,"385 N Milwaukee St, Westpark Towne Plaza",Boise,ID,83704,43.6087622,-116.2847686,2.5,6,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'BusinessParking': 'None', 'BusinessAcceptsCreditCards': 'True'}","Men's Clothing, Department Stores, Women's Clothing, Discount Store, Fashion, Home Decor, Shopping, Home & Garden","{'Monday': '0:0-0:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-22:0'}","[""Men's Clothing"", ' Department Stores', "" Women's Clothing"", ' Discount Store', ' Fashion', ' Home Decor', ' Shopping', ' Home & Garden']",Shopping,,False,False,False,24.0,13.0,13.0,13.0,14.0,14.0,13.0
47-Go4zU8wRIROqdSxmqKw,C3 Salon & Spa,"2483 E Fairview Ave, Ste 111",Meridian,ID,83642,43.6187977,-116.3637568,4.0,8,1,,"Nail Technicians, Skin Care, Shopping, Beauty & Spas, Nail Salons, Hair Salons, Bridal, Tattoo","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}","['Nail Technicians', ' Skin Care', ' Shopping', ' Beauty & Spas', ' Nail Salons', ' Hair Salons', ' Bridal', ' Tattoo']",Shopping,,False,False,False,9.0,9.0,9.0,9.0,9.0,9.0,
7LYtUE1lukfVxdJck1xUnQ,Boise Pottery,3831 W Chinden Blvd,Garden City,ID,83714,43.626416,-116.245318,5.0,7,1,"{'BikeParking': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Shopping, Home & Garden, Nurseries & Gardening","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '9:0-18:0', 'Sunday': '12:0-15:0'}","['Shopping', ' Home & Garden', ' Nurseries & Gardening']",Shopping,,False,True,True,24.0,7.0,7.0,7.0,7.0,9.0,3.0
BRTa6RLDuu43oqETCjmcsg,Caleb's Chopshop,131 E Idaho Ave,Meridian,ID,83642,43.6107638,-116.3906255,3.5,11,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Barbers, Men's Hair Salons, Hair Salons",,"['Beauty & Spas', ' Barbers', "" Men's Hair Salons"", ' Hair Salons']",Others,,False,False,False,,,,,,,
SndWrW7IKaMIFooSvYVWug,Rockin’ Q BBQ Company,,Boise,ID,83709,43.5516566,-116.2987901,4.0,11,1,,"Barbeque, Caterers, Event Planning & Services, Street Vendors, Food, Restaurants, Food Trucks",,"['Barbeque', ' Caterers', ' Event Planning & Services', ' Street Vendors', ' Food', ' Restaurants', ' Food Trucks']",Food,Others,False,False,False,,,,,,,
LmpaAH3ZZIJ__jgyqpaR9w,Canvas Salon,703 S Meridian Rd,Meridian,ID,83642,43.5980929,-116.3939964,3.5,9,1,,"Hair Salons, Beauty & Spas","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0'}","['Hair Salons', ' Beauty & Spas']",Others,,False,False,False,7.0,7.0,7.0,7.0,7.0,7.0,
903rDtK-EQi9A_jwttuAcQ,Albertsons,7100 W State St,Boise,ID,83714,43.6688582488,-116.2776831963,3.5,10,1,"{'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Grocery, Drugstores, Shopping, Shopping Centers, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-23:0'}","['Grocery', ' Drugstores', ' Shopping', ' Shopping Centers', ' Food']",Shopping,Others,False,True,False,24.0,16.0,16.0,16.0,14.0,13.0,16.0
7GSOAWAlmIvKdbAVFBL_Cw,Bardenay Restaurant & Distillery - Boise,610 W Grove St,Boise,ID,83702,43.6140706774,-116.2023421733,4.0,553,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'loud'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'DriveThru': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsReservations': 'False', 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'None', 'OutdoorSeating': 'True'}","Pubs, Bars, Distilleries, Gluten-Free, American (Traditional), Nightlife, Burgers, American (New), Food, Restaurants, Wine Bars, Cocktail Bars","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}","['Pubs', ' Bars', ' Distilleries', ' Gluten-Free', ' American (Traditional)', ' Nightlife', ' Burgers', ' American (New)', ' Food', ' Restaurants', ' Wine Bars', ' Cocktail Bars']",Bars,Fast Food,True,True,False,11.0,11.0,11.0,11.0,12.0,13.0,13.0
LJbuxCLMDDw6Zgo1ZHU45w,Berryhill & Co,121 N 9th St,Boise,ID,83702,43.6169785,-116.2045122,3.5,89,0,"{'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'False', 'OutdoorSeating': 'True', 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'HappyHour': 'True'}","American (New), Caterers, Event Planning & Services, Restaurants","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '17:0-22:0', 'Sunday': '10:0-14:0'}","['American (New)', ' Caterers', ' Event Planning & Services', ' Restaurants']",Food,American,True,True,False,10.0,10.0,10.0,10.0,11.0,5.0,4.0
vzJ23Z_OiePKcUmcORiO2Q,JBR's BBQ,"Boise International Market, 5821 W Franklin Rd",Boise,ID,83709,43.6032981,-116.2536716,3.5,5,0,"{'RestaurantsReservations': 'None', 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Barbeque","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}","['Restaurants', ' Barbeque']",Food,Others,False,False,False,9.0,9.0,9.0,9.0,9.0,9.0,9.0
oUnABk-zJQbwztdwONKSPA,Positive Changes Hypnosis Centers,"8030 W Emerald St, Ste 165",Boise,ID,83704,43.611798,-116.28202,3.5,16,0,{'ByAppointmentOnly': 'False'},"Health & Medical, Weight Loss Centers, Hypnosis/Hypnotherapy","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-15:0', 'Saturday': '9:0-15:0'}","['Health & Medical', ' Weight Loss Centers', ' Hypnosis/Hypnotherapy']",Health & Medical,,False,False,False,11.0,11.0,11.0,11.0,6.0,6.0,
jNrl3jwCNQQj4-ILemdwHA,Patriot Auto Glass,,Eagle,ID,83616,43.6954424,-116.3540138,4.5,11,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'"", 'ByAppointmentOnly': 'True'}","Auto Glass Services, Windows Installation, Automotive, Home Services, Windshield Installation & Repair","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-12:0'}","['Auto Glass Services', ' Windows Installation', ' Automotive', ' Home Services', ' Windshield Installation & Repair']",Automotive,,True,False,False,9.0,9.0,9.0,9.0,9.0,4.0,
eAcxcbx5JH9XWphPBbeBng,All Shirley Blooms,7223 Moon Valley Rd,Eagle,ID,83616,43.687407,-116.444461,3.5,6,0,{'RestaurantsDelivery': 'True'},"Shopping, Home & Garden, Florists, Flowers & Gifts, Nurseries & Gardening","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-14:0'}","['Shopping', ' Home & Garden', ' Florists', ' Flowers & Gifts', ' Nurseries & Gardening']",Shopping,,False,False,False,8.0,8.0,8.0,8.0,8.0,4.0,
RgWWC02-UTjK4BEaPCVqEg,Cross Town Movers,1419 N Eldorado St,Boise,ID,83704,43.6181074,-116.2708667,4.5,33,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Apartments, Real Estate, Home Services, Movers","{'Monday': '0:0-0:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0'}","['Apartments', ' Real Estate', ' Home Services', ' Movers']",Others,,False,False,False,24.0,10.0,10.0,10.0,10.0,,
LBP1Eg7HZzzG2y5T2mzNwg,NRG Flooring,"280 E Corporate Dr, Ste 260",Meridian,ID,83642,43.599332,-116.39052,3.5,8,1,{'BusinessAcceptsCreditCards': 'True'},"Home Services, Carpet Installation, Flooring, Building Supplies","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}","['Home Services', ' Carpet Installation', ' Flooring', ' Building Supplies']",Others,,False,False,False,8.0,8.0,8.0,8.0,8.0,,
CgBYYBrxup8M0wE2IhMAJg,Verizon Authorized Retailer - GoWireless,"6625 N Glenwood St, Ste 100",Boise,ID,83714,43.6643111597,-116.2799629002,4.5,10,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Mobile Phone Repair, Local Services, Shopping, Professional Services, Mobile Phone Accessories, Home Services, Internet Service Providers, Wholesale Stores, Mobile Phones, Telecommunications, Electronics, IT Services & Computer Repair","{'Monday': '0:0-0:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-17:0'}","['Mobile Phone Repair', ' Local Services', ' Shopping', ' Professional Services', ' Mobile Phone Accessories', ' Home Services', ' Internet Service Providers', ' Wholesale Stores', ' Mobile Phones', ' Telecommunications', ' Electronics', ' IT Services & Computer Repair']",Shopping,,False,True,False,24.0,9.0,9.0,8.0,8.0,9.0,6.0
ugubnQSdlQOGyyBMx7a_Vw,Lucky 13,3662 S Eckert Rd,Boise,ID,83716,43.5685269,-116.1210895,3.0,99,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Restaurants, Pizza",,"['Restaurants', ' Pizza']",Food,Fast Food,True,True,False,,,,,,,
7PGZkNLGKiNfHrR6RcVQOg,Chiropractic First,"520 S Orchard St, Ste 101",Boise,ID,83705,43.5990196,-116.2432928,5.0,5,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Chiropractors, Beauty & Spas, Massage, Health & Medical","{'Monday': '15:30-18:0', 'Tuesday': '15:30-18:0', 'Wednesday': '15:30-18:0', 'Thursday': '15:30-18:0', 'Friday': '15:30-18:0'}","['Chiropractors', ' Beauty & Spas', ' Massage', ' Health & Medical']",Health & Medical,,False,True,False,3.0,3.0,3.0,3.0,3.0,,
BDruBKrnYVkcTPuvPILgUQ,Garry's Automotive,2200 S Cole Rd,Boise,ID,83709,43.5824875407,-116.273618,3.5,18,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Oil Change Stations, Automotive, Commercial Truck Repair, Transmission Repair, Auto Repair, Tires","{'Monday': '0:0-0:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0'}","['Oil Change Stations', ' Automotive', ' Commercial Truck Repair', ' Transmission Repair', ' Auto Repair', ' Tires']",Automotive,,True,False,False,24.0,11.0,11.0,11.0,11.0,,
VMq1S1yXD-YyrlTHfenLNQ,Bicycle Mania,8305 W State St,Boise,ID,83714,43.6734889,-116.2899221,3.0,5,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1'}","Active Life, Shopping, Bikes, Sporting Goods, Bike Rentals","{'Tuesday': '10:0-18:30', 'Wednesday': '10:0-18:30', 'Thursday': '10:0-18:30', 'Friday': '10:0-18:30', 'Saturday': '10:0-17:0'}","['Active Life', ' Shopping', ' Bikes', ' Sporting Goods', ' Bike Rentals']",Active Life,,False,True,False,,7.0,7.0,7.0,7.0,7.0,
6rdfC4ESbWEBeKbyQziZ1w,Starbucks,8077 Franklin Rd,Boise,ID,83709,43.6047076,-116.2824641,3.5,29,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'False'}","Restaurants, Food, Coffee & Tea","{'Monday': '5:0-20:30', 'Tuesday': '5:0-20:30', 'Wednesday': '5:0-20:30', 'Thursday': '5:0-20:30', 'Friday': '5:0-20:30', 'Saturday': '5:30-20:30', 'Sunday': '5:30-20:30'}","['Restaurants', ' Food', ' Coffee & Tea']",Food,Others,True,True,False,14.0,14.0,14.0,14.0,14.0,15.0,15.0
h1vR18rmsmGrT-to-fsGyA,Cinemark Majestic Cinemas,2140 E Cinema Dr,Meridian,ID,83642,43.5923967,-116.3689957,4.0,45,1,"{'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'WheelchairAccessible': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'False', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'False', 'CoatCheck': 'False'}","Cinema, Arts & Entertainment, Venues & Event Spaces, Event Planning & Services","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:30'}","['Cinema', ' Arts & Entertainment', ' Venues & Event Spaces', ' Event Planning & Services']",Arts & Entertainment,,False,False,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0
fhtqwbSZLUH1s2NK2Vabvw,Boise Co-op North End,888 W Fort St,Boise,ID,83702,43.6228421,-116.1983638,4.0,120,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'beer_and_wine'"", 'DogsAllowed': 'False', 'Caters': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'""}","Delis, Food, Cosmetics & Beauty Supply, Shopping, Beer, Wine & Spirits, Restaurants, Specialty Food, Health Markets, Skin Care, Beauty & Spas, Organic Stores, Grocery","{'Monday': '0:0-0:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '7:0-22:0'}","['Delis', ' Food', ' Cosmetics & Beauty Supply', ' Shopping', ' Beer', ' Wine & Spirits', ' Restaurants', ' Specialty Food', ' Health Markets', ' Skin Care', ' Beauty & Spas', ' Organic Stores', ' Grocery']",Shopping,Others,True,True,False,24.0,15.0,15.0,15.0,13.0,11.0,15.0
PcAfV12x1PcrwuptBHuITw,Overland Armament,7103 W Overland Rd,Boise,ID,83709,43.5893153,-116.2702072,5.0,20,1,"{'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True'}","Guns & Ammo, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0'}","['Guns & Ammo', ' Shopping']",Shopping,,False,False,False,24.0,8.0,8.0,8.0,8.0,7.0,
uTXJqmvh1PFgFfdIQhAvrg,Direct Orthopedic Care,7979 W Rifleman St,Boise,ID,83704,43.6122421,-116.2818071,4.0,11,1,"{'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'AcceptsInsurance': 'True'}","Doctors, Orthopedists, Health & Medical","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}","['Doctors', ' Orthopedists', ' Health & Medical']",Health & Medical,,True,False,False,12.0,12.0,12.0,12.0,12.0,10.0,10.0
Y0UjbgF4PHf37Kj6fibMNw,Soul Ease,"1500 N 28th St, Ste 102",Boise,ID,83703,43.6339542,-116.2231541,5.0,5,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'True', 'BikeParking': 'True'}","Eyelash Service, Hair Removal, Skin Care, Beauty & Spas, Waxing","{'Wednesday': '10:0-20:0', 'Friday': '10:0-20:0'}","['Eyelash Service', ' Hair Removal', ' Skin Care', ' Beauty & Spas', ' Waxing']",Others,,False,True,False,,,10.0,,10.0,,
5exr37GWzGf6aB3NfMmXvA,Panache - The Village,3693 E Longwing Ln,Meridian,ID,83646,43.6221099,-116.3481046,3.0,5,1,,"Day Spas, Barbers, Hair Salons, Beauty & Spas","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '12:0-18:0'}","['Day Spas', ' Barbers', ' Hair Salons', ' Beauty & Spas']",Others,,False,False,False,9.0,9.0,9.0,9.0,9.0,9.0,6.0
geijgnPUkBNXJ8qri6wq8g,Mike Walters - NextHome Treasure Valley,128 E. Pine Ave,Meridian,ID,83641,43.6121565,-116.390614,5.0,7,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'False'}","Real Estate, Real Estate Agents, Mortgage Brokers, Home Services","{'Monday': '8:30-18:30', 'Tuesday': '8:30-18:30', 'Wednesday': '8:30-18:30', 'Thursday': '8:30-18:30', 'Friday': '8:30-18:30', 'Saturday': '8:30-18:30'}","['Real Estate', ' Real Estate Agents', ' Mortgage Brokers', ' Home Services']",Others,,False,False,False,10.0,10.0,10.0,10.0,10.0,10.0,
9bJdiQmp2EiwZhpuANqK8g,Pocket,1475 N Curtis Rd,Boise,ID,83706,43.6181721,-116.2536893,4.5,10,1,"{'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Pool Halls, Nightlife","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}","['Pool Halls', ' Nightlife']",Others,,False,False,False,15.0,15.0,15.0,15.0,15.0,15.0,15.0
CMlDdPbi6e-y9l8BA5Mzwg,Tailoring By Chi,1404 W Washington St,Boise,ID,83702,43.6233839,-116.206998,4.5,16,1,,"Sewing & Alterations, Local Services","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '10:0-17:0'}","['Sewing & Alterations', ' Local Services']",Others,,False,False,False,10.0,10.0,10.0,10.0,10.0,7.0,
