,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,cat_list,unique_category,restaurant_type,has_wifi,has_parking,animal_friendly,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
362,KJEk4PLX5pMqOF3p5LDrxA,Grass Roots,,Santa Barbara,CA,93101,34.420334,-119.7107494,5.0,36,1,"{'RestaurantsPriceRange2': '3', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True'}","Bridal, Flowers & Gifts, Floral Designers, Florists, Wedding Planning, Shopping, Event Planning & Services, Party & Event Planning","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-16:0'}","['Bridal', ' Flowers & Gifts', ' Floral Designers', ' Florists', ' Wedding Planning', ' Shopping', ' Event Planning & Services', ' Party & Event Planning']",Shopping,,False,True,False,8.0,8.0,8.0,8.0,8.0,8.0,7.0
363,nETqyOaGjqDwIWxFixVuyg,From The Heart Mobile Vet,,Santa Barbara,CA,93109,34.4006864,-119.722279,4.0,23,0,,"Pets, Pet Services, Veterinarians","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}","['Pets', ' Pet Services', ' Veterinarians']",Others,,False,False,False,9.0,9.0,9.0,9.0,9.0,9.0,
364,LQkIs1UKPN9kLDorDbLVlg,Veils & Tails Photography,,Santa Barbara,CA,93111,34.4630827,-119.8062912,5.0,18,1,{'BusinessAcceptsCreditCards': 'True'},"Event Photography, Photographers, Pet Services, Pets, Event Planning & Services, Pet Photography, Session Photography","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}","['Event Photography', ' Photographers', ' Pet Services', ' Pets', ' Event Planning & Services', ' Pet Photography', ' Session Photography']",Others,,False,False,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0
365,EFOlgTAEXEd876-iGm4_xg,Santa Barbara Animal Medical Center,225 S Milpas St,Santa Barbara,CA,93103,34.4195288,-119.6752103,4.0,7,0,,"Veterinarians, Pets, Pet Services, Pet Sitting","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-12:0'}","['Veterinarians', ' Pets', ' Pet Services', ' Pet Sitting']",Others,,False,False,False,10.0,10.0,10.0,10.0,10.0,4.0,
366,9O0UA5d3UbaxINZq_qQL6Q,"Mehryar Ray Taban, MD","2320 Bath St, Ste 301",Santa Barbara,CA,93105,34.4308935,-119.7221614,5.0,17,1,"{'ByAppointmentOnly': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Doctors, Cosmetic Surgeons, Ophthalmologists, Health & Medical","{'Monday': '8:30-17:0', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-17:0', 'Friday': '8:30-17:0'}","['Doctors', ' Cosmetic Surgeons', ' Ophthalmologists', ' Health & Medical']",Health & Medical,,True,False,False,9.0,9.0,9.0,9.0,9.0,,
367,13UbOVDFdxloxaient5XWA,Jump On The School Bus,4067 State St,Santa Barbara,CA,93110,34.4393777962,-119.7583532456,5.0,175,1,"{'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Wedding Planning, Transportation, Party Bus Rentals, Wineries, Party & Event Planning, Local Flavor, Food, Wine Tours, Arts & Entertainment, Tours, Limos, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","['Wedding Planning', ' Transportation', ' Party Bus Rentals', ' Wineries', ' Party & Event Planning', ' Local Flavor', ' Food', ' Wine Tours', ' Arts & Entertainment', ' Tours', ' Limos', ' Event Planning & Services', ' Hotels & Travel']",Arts & Entertainment,Others,True,False,False,24.0,24.0,24.0,24.0,24.0,24.0,24.0
368,AuUBOWdu5wyFGWK1suhtFw,A & A Import Service,511 Richardson Ave,Santa Barbara,CA,93103,34.4220708,-119.6891055,4.5,6,1,,"Auto Repair, Automotive",,"['Auto Repair', ' Automotive']",Automotive,,False,False,False,,,,,,,
369,SAUUqfWpxZ_JYAqakY8T8Q,Coastal Treasures,217 E Stearns Wharf,Santa Barbara,CA,93101,34.4100154,-119.685551,4.0,6,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Flowers & Gifts, Shopping",,"['Flowers & Gifts', ' Shopping']",Shopping,,False,False,False,,,,,,,
370,YdedDeKM1TcTHyZ9yjSG1A,Jenny Mann Floral Design,,Goleta,CA,93117,34.4390942592,-119.8878049075,5.0,10,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'None', 'WiFi': ""u'no'""}","Party & Event Planning, Floral Designers, Florists, Wedding Planning, Event Planning & Services, Flowers & Gifts, Shopping",{'Sunday': '12:0-17:0'},"['Party & Event Planning', ' Floral Designers', ' Florists', ' Wedding Planning', ' Event Planning & Services', ' Flowers & Gifts', ' Shopping']",Shopping,,True,True,False,,,,,,,5.0
371,g2KcfGgIa-T7vrwAsFoEVA,Comedy Hideaway,,Santa Barbara,CA,93117,34.4208305,-119.6981901,4.5,30,1,"{'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False', 'Smoking': ""u'outdoor'"", 'HasTV': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'WheelchairAccessible': 'True', 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Performing Arts, Arts & Entertainment, Caterers, Party & Event Planning, Comedy Clubs, Venues & Event Spaces, Event Planning & Services, Nightlife","{'Tuesday': '18:0-1:0', 'Friday': '18:0-23:0', 'Saturday': '13:0-23:0'}","['Performing Arts', ' Arts & Entertainment', ' Caterers', ' Party & Event Planning', ' Comedy Clubs', ' Venues & Event Spaces', ' Event Planning & Services', ' Nightlife']",Arts & Entertainment,,True,True,False,,7.0,,,5.0,10.0,
372,8Ga9phkEgQa0RHAX7VCfbA,"Timothy P Mathis, DDS","1515 State St, Ste 12",Santa Barbara,CA,93101,34.4264831,-119.7091011,4.0,9,1,{'ByAppointmentOnly': 'True'},"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists, Periodontists, Beauty & Spas, Teeth Whitening","{'Monday': '8:0-17:0', 'Tuesday': '10:0-19:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0'}","['Cosmetic Dentists', ' Health & Medical', ' General Dentistry', ' Dentists', ' Periodontists', ' Beauty & Spas', ' Teeth Whitening']",Health & Medical,,False,False,False,9.0,9.0,9.0,9.0,,,
373,RIXWht1pZG8pe1SJk5hhXw,Poke Theory SB,"6530 Seville Rd, Ste 102",Goleta,CA,93117,34.412042,-119.854844,4.5,54,1,"{'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'HappyHour': 'False', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'Corkage': 'False', 'DogsAllowed': 'False', 'Alcohol': ""u'none'"", 'BYOB': 'False'}","Coffee & Tea, Noodles, Restaurants, Seafood, Japanese, Ramen, Food, Asian Fusion, Poke","{'Monday': '0:0-0:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '13:0-20:0', 'Sunday': '13:0-20:0'}","['Coffee & Tea', ' Noodles', ' Restaurants', ' Seafood', ' Japanese', ' Ramen', ' Food', ' Asian Fusion', ' Poke']",Food,Japanese,True,True,False,24.0,8.0,8.0,8.0,8.0,7.0,7.0
374,n_fADQa8T0dgLd-D8ABEhQ,Bevmo,7070 Marketplace Dr,Goleta,CA,93117,34.4296451443,-119.8739679941,4.0,21,1,"{'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'Caters': 'False'}","Restaurants, Food, American (New), Beer, Wine & Spirits",,"['Restaurants', ' Food', ' American (New)', ' Beer', ' Wine & Spirits']",Bars,American,False,True,False,,,,,,,
375,sPK5xir_Ip1TIj6sMA9Tig,DISH,,Ventura,CA,93001,34.446925,-119.742822,1.5,8,1,{'BusinessAcceptsCreditCards': 'True'},"Television Service Providers, Internet Service Providers, Home Services, Professional Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","['Television Service Providers', ' Internet Service Providers', ' Home Services', ' Professional Services']",Others,,False,False,False,24.0,24.0,24.0,24.0,24.0,24.0,24.0
376,X3Fwh9YVQ-UYjoj6gBXZqg,Economy Muffler & Brake,5930 Hollister Ave,Goleta,CA,93117,34.436345,-119.829565,4.5,19,1,,"Auto Repair, Automotive","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-13:0'}","['Auto Repair', ' Automotive']",Automotive,,False,False,False,9.0,9.0,9.0,9.0,9.0,5.0,
377,JWvEFTjToXfHWV4YMWQegg,Bank of America Financial Center,834 State St,Santa Barbara,CA,93101,34.420612492,-119.700302104,2.0,15,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Banks & Credit Unions, Real Estate, Home Services, Mortgage Brokers, Financial Services","{'Monday': '0:0-0:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-14:0', 'Friday': '9:0-14:0', 'Saturday': '10:0-13:0', 'Sunday': '9:0-14:0'}","['Banks & Credit Unions', ' Real Estate', ' Home Services', ' Mortgage Brokers', ' Financial Services']",Others,,False,False,False,24.0,7.0,7.0,5.0,5.0,3.0,5.0
378,sqRpu1bYMszay7-ienJDjQ,Sun Pacific Solar Electric,"809 Bond Ave, Ste B",Santa Barbara,CA,93103,34.4261596,-119.686922,5.0,6,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'False'}","Solar Installation, Electricians, Home Services","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}","['Solar Installation', ' Electricians', ' Home Services']",Others,,False,False,False,9.0,9.0,9.0,9.0,9.0,,
379,f4M1B-FhWA9OYZeLqgsK3A,Kubisch and Ferris Orthodontics,"122 S Patterson Ave, Ste 214",Goleta,CA,93111,34.4377205,-119.808172,5.0,8,1,,"Health & Medical, Orthotics, Diagnostic Imaging, Doctors, Orthopedists, Cosmetic Dentists, Dentists, Orthodontists, Diagnostic Services",,"['Health & Medical', ' Orthotics', ' Diagnostic Imaging', ' Doctors', ' Orthopedists', ' Cosmetic Dentists', ' Dentists', ' Orthodontists', ' Diagnostic Services']",Health & Medical,,False,False,False,,,,,,,
380,5K-Rh9-pxrPCEp4wdlhiqg,Santa Barbara Vacation Rentals,"27 W Anapamu, Ste 228",Santa Barbara,CA,93101,34.4224525,-119.7049972,3.0,16,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Vacation Rental Agents, Real Estate, Hotels & Travel, Property Management, Home Services","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}","['Vacation Rental Agents', ' Real Estate', ' Hotels & Travel', ' Property Management', ' Home Services']",Others,,False,False,False,8.0,8.0,8.0,8.0,8.0,,
381,QdYgvXSulfpwYT8NBadX_w,Hope Gardens,102 N Hope Ave,Santa Barbara,CA,93110,34.4418382,-119.7456804,3.0,6,1,,"Real Estate, Home Services, Apartments",,"['Real Estate', ' Home Services', ' Apartments']",Others,,False,False,False,,,,,,,
382,hjIjdcwIlfLFQXQp8TvL6g,"Kopelow Jeffrey S, DDS","1919 State St, Ste 205",Santa Barbara,CA,93101,34.4302432,-119.7142929,3.5,6,0,{'ByAppointmentOnly': 'True'},"Professional Services, Cosmetic Dentists, Endodontists, Doctors, Health & Medical, General Dentistry, Oral Surgeons, Dentists","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","['Professional Services', ' Cosmetic Dentists', ' Endodontists', ' Doctors', ' Health & Medical', ' General Dentistry', ' Oral Surgeons', ' Dentists']",Health & Medical,,False,False,False,8.0,8.0,8.0,8.0,8.0,24.0,24.0
383,drHADXmuEUHWCGQg2qmBQg,US Post Office,"1221 State St, Ste 12",Santa Barbara,CA,93101,34.4237966,-119.7052839,4.5,6,1,{'BusinessAcceptsCreditCards': 'True'},"Post Offices, Public Services & Government, Local Services, Shipping Centers","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0'}","['Post Offices', ' Public Services & Government', ' Local Services', ' Shipping Centers']",Others,,False,False,False,7.0,7.0,7.0,7.0,7.0,,
384,i_Cf7_P_VnPubHkWshL4KA,Insulate SB,"130 N Calle Cesar Chavez, Ste 40",Santa Barbara,CA,93103,34.420416083,-119.6843845078,5.0,6,1,{'BusinessAcceptsCreditCards': 'True'},"Contractors, Home Services, Building Supplies, Insulation Installation","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}","['Contractors', ' Home Services', ' Building Supplies', ' Insulation Installation']",Others,,False,False,False,9.0,9.0,9.0,9.0,9.0,,
385,fqTdXTSaip2FFLVJKZ3YaA,Village Properties,1250 Coast Village Rd,Santa Barbara,CA,93108,34.4214527,-119.642357,4.5,6,1,,"Real Estate, Real Estate Agents, Real Estate Services, Home Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","['Real Estate', ' Real Estate Agents', ' Real Estate Services', ' Home Services']",Others,,False,False,False,24.0,24.0,24.0,24.0,24.0,24.0,24.0
386,x6ByESFVanIYcomQsXQYGw,19 Blue Salon,19 W Ortega St,Santa Barbara,CA,93101,34.4179736,-119.6984966,4.5,108,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True'}","Beauty & Spas, Hair Salons","{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0'}","['Beauty & Spas', ' Hair Salons']",Others,,False,True,False,,9.0,9.0,9.0,9.0,9.0,
387,7pdiRVxWq53TEPSQPWsU9Q,Club Pilates,3951 State St,Santa Barbara,CA,93105,34.438959773,-119.7526176356,4.5,6,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Active Life, Pilates, Fitness & Instruction","{'Monday': '0:0-0:0', 'Tuesday': '15:30-19:30', 'Wednesday': '15:30-20:0', 'Thursday': '15:30-20:30', 'Friday': '16:30-18:30', 'Saturday': '8:0-15:0', 'Sunday': '8:0-13:0'}","['Active Life', ' Pilates', ' Fitness & Instruction']",Active Life,,False,False,False,24.0,4.0,5.0,5.0,2.0,7.0,5.0
388,_VFFzHb5eFYKdinYf_0GPQ,Stanton's Gourmet Catering,2420 Calle Galicia,Santa Barbara,CA,93109,34.4072062,-119.7298623,5.0,11,1,{'BusinessAcceptsCreditCards': 'True'},"Event Planning & Services, Caterers",,"['Event Planning & Services', ' Caterers']",Others,,False,False,False,,,,,,,
389,Ak_vHsHsYRP928VHVRL_tQ,Panda Express,131 N. Fairview Ave.,Goleta,CA,93117,34.441624,-119.832865,2.5,76,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'RestaurantsTableService': 'False', 'DriveThru': 'False', 'RestaurantsDelivery': 'True'}","Restaurants, Chinese, Fast Food","{'Monday': '10:0-21:30', 'Tuesday': '10:0-21:30', 'Wednesday': '10:0-21:30', 'Thursday': '10:0-21:30', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:30-21:30'}","['Restaurants', ' Chinese', ' Fast Food']",Food,Fast Food,True,True,False,10.0,10.0,10.0,10.0,12.0,12.0,11.0
390,k3lTRgvPvYUI-cX7_TAqNA,University Club of Santa Barbara,1332 Santa Barbara St,Santa Barbara,CA,93101,34.427284,-119.704006,5.0,76,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True'}","Restaurants, Event Planning & Services, Party & Event Planning, Food, Venues & Event Spaces, Arts & Entertainment, Social Clubs, Specialty Food","{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30'}","['Restaurants', ' Event Planning & Services', ' Party & Event Planning', ' Food', ' Venues & Event Spaces', ' Arts & Entertainment', ' Social Clubs', ' Specialty Food']",Arts & Entertainment,Others,False,True,False,7.0,7.0,7.0,7.0,7.0,,
391,1wvYBjX6radqmb_k0Fv_Ug,Palihouse Santa Barbara,915 Garden St,Santa Barbara,CA,93101,34.4239925,-119.6979304,4.0,7,1,"{'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Cafes, Restaurants, Hotels","{'Monday': '8:0-15:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}","['Hotels & Travel', ' Event Planning & Services', ' Cafes', ' Restaurants', ' Hotels']",Hotels,Others,True,False,True,7.0,7.0,14.0,14.0,14.0,14.0,14.0
392,IUgQmteI-mbt_qjL2ZENKA,Epiphany Restaurant,21 W Victoria St,Santa Barbara,CA,93101,34.423515,-119.706222,3.5,29,0,"{'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'Alcohol': ""'full_bar'"", 'RestaurantsPriceRange2': '3', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Burgers, American (New)","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0'}","['Restaurants', ' Burgers', ' American (New)']",Food,Fast Food,False,True,False,5.0,5.0,5.0,5.0,7.0,7.0,
393,BMR7ctppZpYoRnxR6CB9zg,"Jinny Chang, MD",215 Pesetas Ln,Santa Barbara,CA,93110,34.442412,-119.759049,4.0,8,1,{'ByAppointmentOnly': 'True'},"Doctors, Allergists, Health & Medical",,"['Doctors', ' Allergists', ' Health & Medical']",Health & Medical,,False,False,False,,,,,,,
394,OARRMVkGGZ42AFU34dyY6w,Regal Cleaners & Laundry,"2830 De La Vina St, Ste I",Santa Barbara,CA,93105,34.4370206,-119.725784,1.5,12,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3'}","Sewing & Alterations, Laundry Services, Dry Cleaning & Laundry, Local Services","{'Monday': '6:30-18:30', 'Tuesday': '6:30-18:30', 'Wednesday': '6:30-18:30', 'Thursday': '6:30-18:30', 'Friday': '6:30-18:30', 'Saturday': '8:0-16:0'}","['Sewing & Alterations', ' Laundry Services', ' Dry Cleaning & Laundry', ' Local Services']",Others,,False,False,False,12.0,12.0,12.0,12.0,12.0,8.0,
395,ywXa1pDqHPe9tOPx0yJFUg,Otaco,6530 Pardall Rd,Goleta,CA,93117,34.4132721,-119.85478,3.0,57,0,"{'GoodForKids': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'Alcohol': ""u'beer_and_wine'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1'}","Nightlife, Bars, Karaoke, Beer Bar, Restaurants, Mexican","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}","['Nightlife', ' Bars', ' Karaoke', ' Beer Bar', ' Restaurants', ' Mexican']",Bars,Mexican,True,True,False,13.0,13.0,13.0,13.0,13.0,13.0,13.0
396,Xu9wzPAol9VHnSIvCEfpkA,Fast Lane Oil Change,180 N Fairview Ave,Goleta,CA,93117,34.4427569,-119.8304151,3.0,25,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Oil Change Stations","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}","['Automotive', ' Oil Change Stations']",Automotive,,False,False,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0
397,raKflkp3CANr8N7qpQ3ZyQ,Sierra Property Management,"5290 Overpass Rd, Bldg C",Santa Barbara,CA,93111,34.4396932,-119.8074414,2.5,39,1,"{'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Apartments, Home Services, Real Estate Services, Real Estate, Property Management","{'Monday': '0:0-0:0', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-17:0', 'Friday': '8:30-17:0'}","['Apartments', ' Home Services', ' Real Estate Services', ' Real Estate', ' Property Management']",Others,,False,False,False,24.0,9.0,9.0,9.0,9.0,,
398,4T8uXW3UT_2m3GOaL3g2EQ,Gossip,629 State St,Santa Barbara,CA,93101,34.418381,-119.6978901,3.5,20,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Fashion, Shopping",,"['Fashion', ' Shopping']",Shopping,,False,True,False,,,,,,,
399,YoVe7YDF1NP_UJTHtRxouw,The Supply Room - The Presidio Motel,1620 State St,Santa Barbara,CA,93101,34.427771,-119.709934,4.5,8,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3'}","Fashion, Shopping, Arts & Crafts, Women's Clothing",,"['Fashion', ' Shopping', ' Arts & Crafts', "" Women's Clothing""]",Shopping,,False,False,False,,,,,,,
