,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,cat_list,unique_category,restaurant_type,has_wifi,has_parking,animal_friendly,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
635,P6DfeEXFpV_Z6RJRMZ6oXQ,Domino's Pizza,1728 Marsh Rd,Wilmington,DE,19810,39.8020122,-75.5060116,2.0,15,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Appliances, Sandwiches, Chicken Wings, Home & Garden, Appliances & Repair, Local Services, Restaurants, Shopping, Pizza","{'Monday': '10:30-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-0:0', 'Friday': '10:30-1:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-0:0'}","['Appliances', ' Sandwiches', ' Chicken Wings', ' Home & Garden', ' Appliances & Repair', ' Local Services', ' Restaurants', ' Shopping', ' Pizza']",Shopping,Fast Food,False,True,False,14.0,14.0,14.0,14.0,15.0,15.0,14.0
636,76JBM6U3MYSUi4VIYn2sfg,Delaware Running Company,4021 C Kennett Pike,Wilmington,DE,19807,39.780611,-75.599053,4.5,19,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Sporting Goods, Shopping, Couriers & Delivery Services, Fashion, Shoe Stores, Sports Wear, Local Services",,"['Sporting Goods', ' Shopping', ' Couriers & Delivery Services', ' Fashion', ' Shoe Stores', ' Sports Wear', ' Local Services']",Shopping,,False,False,False,,,,,,,
637,rBYX6kKsDt24uFdyAEs5iw,The Original Hot Bagels,4738 Limestone Rd,Wilmington,DE,19808,39.7402899,-75.6914193,3.5,14,1,"{'RestaurantsTableService': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'Corkage': 'False', 'BYOB': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True'}","Food, Bagels, Restaurants, Breakfast & Brunch","{'Monday': '7:0-14:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}","['Food', ' Bagels', ' Restaurants', ' Breakfast & Brunch']",Food,Others,True,False,False,7.0,8.0,8.0,8.0,8.0,8.0,8.0
638,V5OYK6n-9D2Syg8ouwhzMA,Pinnacle Energy,"56 W Main St, Ste 208",Newark,DE,19702,39.6668522,-75.6657913,2.5,10,0,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Door Sales/Installation, Roofing, Windows Installation, Home Services","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-15:0'}","['Door Sales/Installation', ' Roofing', ' Windows Installation', ' Home Services']",Others,,False,False,False,12.0,12.0,12.0,12.0,12.0,6.0,
639,owXgrik4OVDeJCAMSF5UZw,Cabinet Factory,3460 Naamans Rd,Wilmington,DE,19810,39.8282653,-75.5428408,3.5,14,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False'}","Kitchen & Bath, Cabinetry, Home & Garden, Home Services, Furniture Stores, Shopping","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-14:0'}","['Kitchen & Bath', ' Cabinetry', ' Home & Garden', ' Home Services', ' Furniture Stores', ' Shopping']",Shopping,,False,True,False,8.0,8.0,8.0,8.0,7.0,4.0,
640,jnhLbml54S6qgZjisOpyAQ,The Residences at Harlan Flats,401 S Justison St,Wilmington,DE,19801,39.7358164809,-75.560668513,2.5,8,1,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","Real Estate, Home Services, Apartments","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}","['Real Estate', ' Home Services', ' Apartments']",Others,,False,False,False,8.0,8.0,8.0,8.0,8.0,,
641,ZhHjApubnpjndQKzJ2eRPQ,Hand & Stone Massage and Facial Spa,3654 Concord Pike,Wilmington,DE,19803,39.8049263,-75.5495355,3.0,25,1,"{'AcceptsInsurance': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BikeParking': 'False', 'ByAppointmentOnly': 'True', 'WiFi': ""u'no'""}","Beauty & Spas, Massage, Day Spas, Skin Care, Hair Removal, Estheticians","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-18:0'}","['Beauty & Spas', ' Massage', ' Day Spas', ' Skin Care', ' Hair Removal', ' Estheticians']",Others,,True,False,False,10.0,10.0,10.0,10.0,10.0,10.0,8.0
642,yBfY-xIpN_OmxyXfoX0bTQ,Einstein Bros. Bagels,1732 Marsh Rd,Wilmington,DE,19810,39.8021597,-75.5058436,2.5,39,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'AgesAllowed': ""u'allages'""}","Bagels, Food, Breakfast & Brunch, Sandwiches, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '6:0-14:0'}","['Bagels', ' Food', ' Breakfast & Brunch', ' Sandwiches', ' Restaurants']",Food,Others,True,True,False,24.0,8.0,8.0,8.0,8.0,7.0,8.0
643,ifGlDvwm_6ralFBNb35Bkg,Panda Express,113 South Dupont Highway,New Castle,DE,19720,39.664173,-75.606599,2.5,12,1,"{'Caters': 'True', 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Chinese, Fast Food","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","['Restaurants', ' Chinese', ' Fast Food']",Food,Fast Food,False,False,False,11.0,11.0,11.0,11.0,10.0,10.0,10.0
644,CoFc2zR06s5pSPFWa_jvuQ,Godiva Chocolatier,1585 Christiana Mall,Newark,DE,19711,39.678181,-75.652425,3.5,9,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}","Specialty Food, Candy Stores, Food",,"['Specialty Food', ' Candy Stores', ' Food']",Food,Others,False,False,False,,,,,,,
645,lNi997C0gpQMlKW4LIIdrg,Arby's,4000 Concord Pike,Wilmington,DE,19803,39.808065,-75.549419,3.5,14,1,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'False', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DriveThru': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Sandwiches, American (Traditional), Fast Food, Restaurants, Burgers",,"['Sandwiches', ' American (Traditional)', ' Fast Food', ' Restaurants', ' Burgers']",Food,Fast Food,True,True,False,,,,,,,
646,bmu_kxq5KGF_0NKtZ00xZw,Panzer Dermatology Associates PA,1092 Old Churchmans Rd,Newark,DE,19713,39.6945088,-75.6624826,1.5,5,1,{'ByAppointmentOnly': 'True'},"Health & Medical, Doctors, Dermatologists",,"['Health & Medical', ' Doctors', ' Dermatologists']",Health & Medical,,False,False,False,,,,,,,
647,5-uI2a8avO4QtM7l4UHeNg,Brew HaHa!,1400 N DuPont St,Wilmington,DE,19806,39.7565455,-75.5632577,4.0,82,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': None, u'validated': False}""}","Coffee & Tea, Bagels, Bakeries, Food","{'Monday': '6:30-15:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:30-15:0', 'Thursday': '6:30-15:0', 'Friday': '6:30-15:0', 'Saturday': '7:0-16:0', 'Sunday': '7:0-16:0'}","['Coffee & Tea', ' Bagels', ' Bakeries', ' Food']",Food,Others,True,True,False,9.0,9.0,9.0,9.0,9.0,9.0,9.0
648,l3-DjYU83xz_bFo1AkLJPA,Que Atelier Salon and Spa,"3620 Kirkwood Hwy, Ste 204",Wilmington,DE,19808,39.7335749,-75.6378111,4.0,8,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Hair Salons, Beauty & Spas, Nail Salons, Massage, Day Spas","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-15:0'}","['Hair Salons', ' Beauty & Spas', ' Nail Salons', ' Massage', ' Day Spas']",Others,,False,True,False,12.0,12.0,,12.0,12.0,6.0,
649,gLSe2OgvBQmYEhZ_1TKvew,Around Again & Again Books,1400 Philadelphia Pike,Wilmington,DE,19809,39.7828568,-75.480487,5.0,6,1,,"Books, Mags, Music & Video, Used Bookstore, Bookstores, Shopping","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '11:0-17:0'}","['Books', ' Mags', ' Music & Video', ' Used Bookstore', ' Bookstores', ' Shopping']",Shopping,,False,False,False,9.0,9.0,9.0,9.0,9.0,10.0,6.0
650,PMv1-zywWOnHcmvcnB30HQ,Legends,777 Delaware Park Blvd,Wilmington,DE,19804,39.696101,-75.671552,3.0,19,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': 'None', 'BikeParking': 'False', 'WiFi': ""'no'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'HappyHour': 'True', 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","American (Traditional), Food, Restaurants",,"['American (Traditional)', ' Food', ' Restaurants']",Food,American,True,False,False,,,,,,,
651,Sdy-p-2z0Xc0b5rlPEQ0Lg,Battery Park,3RD And South Streets,New Castle,DE,19720,39.6577572389,-75.5647467077,4.5,13,1,{'GoodForKids': 'True'},"Parks, Battery Stores, Landmarks & Historical Buildings, Public Services & Government, Shopping, Active Life",,"['Parks', ' Battery Stores', ' Landmarks & Historical Buildings', ' Public Services & Government', ' Shopping', ' Active Life']",Active Life,,False,False,False,,,,,,,
652,B8oETYiwY33NGixjU6Z0oA,Chipotle Mexican Grill,115A S Dupont Hwy,New Castle,DE,19720,39.6637844534,-75.6068724957,2.0,14,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Fast Food, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '10:45-22:0', 'Wednesday': '10:45-22:0', 'Thursday': '10:45-22:0', 'Friday': '10:45-22:0', 'Saturday': '10:45-22:0', 'Sunday': '10:45-22:0'}","['Restaurants', ' Fast Food', ' Mexican']",Food,Fast Food,False,False,False,24.0,12.0,12.0,12.0,12.0,12.0,12.0
653,9kbFkFiacHcww1kfsa068w,The UPS Store,4023 Kennett Pike,Wilmington,DE,19807,39.781531,-75.599352,3.0,5,1,{'BusinessAcceptsCreditCards': 'True'},"Movers, Notaries, Printing Services, Mailbox Centers, Shipping Centers, Home Services, Local Services","{'Monday': '0:0-0:0', 'Tuesday': '7:30-19:0', 'Wednesday': '7:30-19:0', 'Thursday': '7:30-19:0', 'Friday': '7:30-19:0', 'Saturday': '9:0-16:0', 'Sunday': '10:0-15:0'}","['Movers', ' Notaries', ' Printing Services', ' Mailbox Centers', ' Shipping Centers', ' Home Services', ' Local Services']",Others,,False,False,False,24.0,12.0,12.0,12.0,12.0,7.0,5.0
654,SWrUyOkijbZPp6If7UMzjw,1000 Degrees Pizza,4526 New Linden Hill Rd,Wilmington,DE,19808,39.7393072317,-75.688886717,3.0,32,1,"{'BusinessParking': ""{'garage': None, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}""}","Chicken Wings, Pizza, Salad, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0'}","['Chicken Wings', ' Pizza', ' Salad', ' Restaurants']",Food,Fast Food,False,False,False,10.0,10.0,10.0,10.0,11.0,11.0,9.0
655,V6QAuowECSjfogos9j3qIA,Nico Auctions,"4023 Kennett Pike, Ste 248",Greenville,DE,19807,39.780123,-75.599156,1.5,6,0,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True'}","Shopping, Auction Houses",,"['Shopping', ' Auction Houses']",Shopping,,False,False,False,,,,,,,
656,fMV-39Ye6ToIQe6lBGkAhQ,Evergreen Waste Services,,Hockessin,DE,19707,39.7763016,-75.7022567,1.5,10,1,,"Local Services, Junk Removal & Hauling, Recycling Center",,"['Local Services', ' Junk Removal & Hauling', ' Recycling Center']",Others,,False,False,False,,,,,,,
657,5L918sNOVHcCJKZ7RWATBw,Washington Street Ale House,1206 Washington St,Wilmington,DE,19801,39.74911468,-75.55026861,3.5,238,1,"{'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'False', 'Caters': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'GoodForDancing': 'False', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'DriveThru': 'False', 'HappyHour': 'False', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'Music': ""{u'dj': None, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': False}"", 'RestaurantsDelivery': 'True'}","Nightlife, Bars, Restaurants, American (Traditional), Burgers","{'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-0:0', 'Saturday': '16:0-0:0', 'Sunday': '12:0-22:0'}","['Nightlife', ' Bars', ' Restaurants', ' American (Traditional)', ' Burgers']",Bars,Fast Food,True,True,False,,11.0,11.0,11.0,13.0,8.0,10.0
658,RubysERTZxfYrkkzgYOlXg,Eppy's Authentic Bar-B-Que & Fried Chicken,1504 Philadelphia Pike,Wilmington,DE,19809,39.783837,-75.47903,4.0,7,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Caters': 'True', 'HasTV': 'False'}","Barbeque, Restaurants","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0'}","['Barbeque', ' Restaurants']",Food,Others,True,True,False,,9.0,9.0,11.0,11.0,11.0,9.0
659,CLUKvU_lTOcCQi6_24lzOg,Bonefish Grill,"4737 Concord Pike St, Ste 455",Wilmington,DE,19803,39.8219008312,-75.5448281549,3.5,138,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'GoodForDancing': 'False', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'WiFi': ""'free'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'CoatCheck': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': True, 'casual': True}"", 'Caters': 'True', 'HappyHour': 'True'}","Restaurants, Seafood, Bars, American (New), Cocktail Bars, Nightlife","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}","['Restaurants', ' Seafood', ' Bars', ' American (New)', ' Cocktail Bars', ' Nightlife']",Bars,American,True,True,False,11.0,11.0,11.0,11.0,12.0,12.0,10.0
660,r19qAeTxkc-aes2UVt9v5Q,Pizza by Elizabeths,4019 Kennett Pike,Wilmington,DE,19807,39.7803444,-75.5987944,3.5,65,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': True, 'upscale': True, 'casual': False}"", 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'""}","Restaurants, Pizza","{'Monday': '11:30-21:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-21:0'}","['Restaurants', ' Pizza']",Food,Fast Food,True,True,False,10.0,11.0,11.0,12.0,12.0,12.0,10.0
661,R5yCU9dJnGcXw3voSB7pKg,Del Pez Mexican Gastropub,400 Justison St,Wilmington,DE,19801,39.7357639,-75.5598295,3.5,290,1,"{'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'DogsAllowed': 'True', 'RestaurantsDelivery': 'True', 'CoatCheck': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'GoodForKids': 'True', 'HappyHour': 'True', 'OutdoorSeating': 'True', 'Smoking': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': None, 'classy': None, 'casual': True}"", 'Caters': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'ByAppointmentOnly': 'False', 'BYOB': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'GoodForDancing': 'False'}","Breweries, Restaurants, Food, Gastropubs, Latin American, New Mexican Cuisine, Pubs, Bars, Nightlife, Tacos, Mexican, Salad","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:0'}","['Breweries', ' Restaurants', ' Food', ' Gastropubs', ' Latin American', ' New Mexican Cuisine', ' Pubs', ' Bars', ' Nightlife', ' Tacos', ' Mexican', ' Salad']",Bars,Mexican,True,True,True,10.0,10.0,10.0,10.0,11.0,12.0,11.0
662,Wy3s-xxiqZBg5Y1eSzI2DQ,Tex-Mex Burrito,514 Philadelphia Pike,Wilmington,DE,19809,39.7682362,-75.5049676,4.0,27,1,"{'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'Caters': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True'}","Tacos, Mexican, Tex-Mex, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}","['Tacos', ' Mexican', ' Tex-Mex', ' Restaurants']",Food,Mexican,True,True,False,10.0,10.0,10.0,10.0,10.0,12.0,12.0
663,EFPuEPnIPHfIS6EcHQw2yA,Budget Rooter,1015 River Rd,New Castle,DE,19720,39.6462527,-75.5969466,4.5,8,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Plumbing, Pressure Washers, Laundry Services, Local Services, Water Heater Installation/Repair, Dry Cleaning, Home Services","{'Monday': '8:0-16:30', 'Tuesday': '8:0-16:30', 'Wednesday': '8:0-16:30', 'Thursday': '8:0-16:30', 'Friday': '8:0-16:30', 'Saturday': '8:0-23:0', 'Sunday': '8:0-23:0'}","['Plumbing', ' Pressure Washers', ' Laundry Services', ' Local Services', ' Water Heater Installation/Repair', ' Dry Cleaning', ' Home Services']",Others,,False,False,False,7.0,7.0,7.0,7.0,7.0,15.0,15.0
